,Borough,Neighborhood,Type of home,Number of sales,Lowest sale price,Average sale price,Median sale price,Highest sale price
38,Bronx, HIGHBRIDGE/MORRIS HEIGHTS , 02 TWO FAMILY HOMES      ,21,203000,427241,460000,604370
39,Bronx, HIGHBRIDGE/MORRIS HEIGHTS , 03 THREE FAMILY HOMES    ,16,266000,573457,533750,751000
40,Bronx, HUNTS POINT               , 01 ONE FAMILY HOMES      ,1,345112,345112,345112,345112
41,Bronx, HUNTS POINT               , 02 TWO FAMILY HOMES      ,7,258000,382494,395460,555000
42,Bronx, HUNTS POINT               , 03 THREE FAMILY HOMES    ,12,210405,363305,355375,525000
43,Bronx, KINGSBRIDGE HTS/UNIV HTS  , 01 ONE FAMILY HOMES      ,10,242000,423821,397357,599000
44,Bronx, KINGSBRIDGE HTS/UNIV HTS  , 02 TWO FAMILY HOMES      ,18,220000,396254,392500,550000
45,Bronx, KINGSBRIDGE HTS/UNIV HTS  , 03 THREE FAMILY HOMES    ,3,500000,599167,567500,730000
46,Bronx, KINGSBRIDGE/JEROME PARK   , 01 ONE FAMILY HOMES      ,19,315000,507906,495000,715000
47,Bronx, KINGSBRIDGE/JEROME PARK   , 02 TWO FAMILY HOMES      ,21,225000,432322,350000,725000
48,Bronx, KINGSBRIDGE/JEROME PARK   , 03 THREE FAMILY HOMES    ,10,319410,927962,639613,4200000
49,Bronx, MELROSE/CONCOURSE         , 01 ONE FAMILY HOMES      ,4,205000,306000,280000,459000
50,Bronx, MELROSE/CONCOURSE         , 02 TWO FAMILY HOMES      ,25,220000,415273,385000,830000
51,Bronx, MELROSE/CONCOURSE         , 03 THREE FAMILY HOMES    ,29,200000,469025,440000,875000
52,Bronx, MORRIS PARK/VAN NEST      , 01 ONE FAMILY HOMES      ,39,305000,441365,457500,675000
53,Bronx, MORRIS PARK/VAN NEST      , 02 TWO FAMILY HOMES      ,84,200000,479629,482500,770000
54,Bronx, MORRIS PARK/VAN NEST      , 03 THREE FAMILY HOMES    ,16,260000,578856,567500,999950
55,Bronx, MORRISANIA/LONGWOOD       , 01 ONE FAMILY HOMES      ,22,225000,356405,349000,549000
56,Bronx, MORRISANIA/LONGWOOD       , 02 TWO FAMILY HOMES      ,49,200000,461478,435000,2969240
57,Bronx, MORRISANIA/LONGWOOD       , 03 THREE FAMILY HOMES    ,44,200000,467552,469950,946591
58,Bronx, MOTT HAVEN/PORT MORRIS    , 01 ONE FAMILY HOMES      ,13,255000,481051,450000,866666
59,Bronx, MOTT HAVEN/PORT MORRIS    , 02 TWO FAMILY HOMES      ,20,250000,532500,500000,1100000
60,Bronx, MOTT HAVEN/PORT MORRIS    , 03 THREE FAMILY HOMES    ,10,220000,524897,469600,870000
61,Bronx, MOUNT HOPE/MOUNT EDEN     , 01 ONE FAMILY HOMES      ,5,205000,647000,425000,1215000
62,Bronx, MOUNT HOPE/MOUNT EDEN     , 02 TWO FAMILY HOMES      ,14,205000,492185,494500,650000
63,Bronx, MOUNT HOPE/MOUNT EDEN     , 03 THREE FAMILY HOMES    ,13,240000,480392,445000,999999
64,Bronx, PARKCHESTER               , 01 ONE FAMILY HOMES      ,10,225000,383398,346000,676982
65,Bronx, PARKCHESTER               , 02 TWO FAMILY HOMES      ,32,282146,503463,477500,900000
66,Bronx, PARKCHESTER               , 03 THREE FAMILY HOMES    ,17,225000,491914,499995,750000
67,Bronx, PELHAM GARDENS            , 01 ONE FAMILY HOMES      ,20,325000,481328,477500,680000
68,Bronx, PELHAM GARDENS            , 02 TWO FAMILY HOMES      ,18,407000,596777,598400,761146
69,Bronx, PELHAM GARDENS            , 03 THREE FAMILY HOMES    ,1,525000,525000,525000,525000
70,Bronx, PELHAM PARKWAY NORTH      , 01 ONE FAMILY HOMES      ,33,300000,471457,475000,710000
71,Bronx, PELHAM PARKWAY NORTH      , 02 TWO FAMILY HOMES      ,41,225000,514242,523000,735000
72,Bronx, PELHAM PARKWAY NORTH      , 03 THREE FAMILY HOMES    ,6,315000,506000,505000,661000
73,Bronx, PELHAM PARKWAY SOUTH      , 01 ONE FAMILY HOMES      ,12,375000,589458,561250,1089000
74,Bronx, PELHAM PARKWAY SOUTH      , 02 TWO FAMILY HOMES      ,21,270000,526167,510000,738000
75,Bronx, PELHAM PARKWAY SOUTH      , 03 THREE FAMILY HOMES    ,4,455000,586250,537500,815000
76,Bronx, RIVERDALE                 , 01 ONE FAMILY HOMES      ,40,420000,1278718,922500,3995000
77,Bronx, RIVERDALE                 , 02 TWO FAMILY HOMES      ,20,250000,782112,742500,2300000
78,Bronx, RIVERDALE                 , 03 THREE FAMILY HOMES    ,7,263333,813428,851000,1500000
79,Bronx, SCHUYLERVILLE/PELHAM BAY  , 01 ONE FAMILY HOMES      ,56,200000,382266,393200,565000
80,Bronx, SCHUYLERVILLE/PELHAM BAY  , 02 TWO FAMILY HOMES      ,57,245000,515817,500000,900000
81,Bronx, SCHUYLERVILLE/PELHAM BAY  , 03 THREE FAMILY HOMES    ,23,320000,582610,600000,938000
82,Bronx, SOUNDVIEW                 , 01 ONE FAMILY HOMES      ,30,201000,333687,329500,540000
83,Bronx, SOUNDVIEW                 , 02 TWO FAMILY HOMES      ,133,200000,439707,450000,760000
84,Bronx, SOUNDVIEW                 , 03 THREE FAMILY HOMES    ,55,218500,517690,505000,794235
85,Bronx, THROGS NECK               , 01 ONE FAMILY HOMES      ,108,200000,404797,402500,811000
86,Bronx, THROGS NECK               , 02 TWO FAMILY HOMES      ,74,250000,484759,499500,825000
87,Bronx, THROGS NECK               , 03 THREE FAMILY HOMES    ,10,300000,571117,597134,750000
88,Bronx, WAKEFIELD                 , 01 ONE FAMILY HOMES      ,65,204000,357895,365000,655000
89,Bronx, WAKEFIELD                 , 02 TWO FAMILY HOMES      ,88,200000,456727,440000,900000
90,Bronx, WAKEFIELD                 , 03 THREE FAMILY HOMES    ,9,310000,436179,433859,545000
91,Bronx, WESTCHESTER               , 01 ONE FAMILY HOMES      ,13,232000,990192,403000,8000000
92,Bronx, WESTCHESTER               , 02 TWO FAMILY HOMES      ,36,230000,477618,492500,710000
93,Bronx, WESTCHESTER               , 03 THREE FAMILY HOMES    ,6,292600,521267,562500,660000
94,Bronx, WILLIAMSBRIDGE            , 01 ONE FAMILY HOMES      ,43,208000,368395,375000,825000
95,Bronx, WILLIAMSBRIDGE            , 02 TWO FAMILY HOMES      ,138,200000,418358,415650,800000
96,Bronx, WILLIAMSBRIDGE            , 03 THREE FAMILY HOMES    ,57,200000,471452,474900,699000
97,Bronx, WOODLAWN                  , 01 ONE FAMILY HOMES      ,18,215000,443285,447500,624000
98,Bronx, WOODLAWN                  , 02 TWO FAMILY HOMES      ,18,405000,518115,527500,635000
99,Bronx, WOODLAWN                  , 03 THREE FAMILY HOMES    ,4,372500,525625,565000,600000
0,Queens,AIRPORT LA GUARDIA       ,01 ONE FAMILY HOMES     ,2,275500,467750,467750,660000
1,Queens,AIRPORT LA GUARDIA       ,03 THREE FAMILY HOMES   ,2,470000,705000,705000,940000
2,Queens,ARVERNE                  ,01 ONE FAMILY HOMES     ,29,201820,360370,310000,1120075
3,Queens,ARVERNE                  ,02 TWO FAMILY HOMES     ,100,200000,574753,604850,1221900
4,Queens,ARVERNE                  ,03 THREE FAMILY HOMES   ,8,202000,403418,387500,823647
5,Queens,ASTORIA                  ,01 ONE FAMILY HOMES     ,41,230000,917399,900000,1950000
6,Queens,ASTORIA                  ,02 TWO FAMILY HOMES     ,117,234000,1045166,995000,3000000
7,Queens,ASTORIA                  ,03 THREE FAMILY HOMES   ,46,215000,1132075,1175000,2300000
8,Queens,BAYSIDE                  ,01 ONE FAMILY HOMES     ,287,215000,812673,795000,2300000
9,Queens,BAYSIDE                  ,02 TWO FAMILY HOMES     ,97,200000,999512,975000,1650000
10,Queens,BAYSIDE                  ,03 THREE FAMILY HOMES   ,18,483333,1077346,1095000,1500000
11,Queens,BEECHHURST               ,01 ONE FAMILY HOMES     ,47,250000,972943,875000,2250000
12,Queens,BEECHHURST               ,03 THREE FAMILY HOMES   ,1,700000,700000,700000,700000
13,Queens,BELLE HARBOR             ,01 ONE FAMILY HOMES     ,34,263000,784096,757500,1400000
14,Queens,BELLE HARBOR             ,02 TWO FAMILY HOMES     ,20,367195,720195,748500,999999
15,Queens,BELLE HARBOR             ,03 THREE FAMILY HOMES   ,2,772500,783750,783750,795000
16,Queens,BELLEROSE                ,01 ONE FAMILY HOMES     ,116,200000,534688,537500,1300000
17,Queens,BELLEROSE                ,02 TWO FAMILY HOMES     ,32,360000,589207,550000,935000
18,Queens,BELLEROSE                ,03 THREE FAMILY HOMES   ,1,750000,750000,750000,750000
19,Queens,BRIARWOOD                ,01 ONE FAMILY HOMES     ,17,304000,638824,600000,1100000
20,Queens,BRIARWOOD                ,02 TWO FAMILY HOMES     ,5,495000,715000,725000,875000
21,Queens,BRIARWOOD                ,03 THREE FAMILY HOMES   ,8,570000,830000,735000,1350000
22,Queens,BROAD CHANNEL            ,01 ONE FAMILY HOMES     ,24,206000,368567,360000,760000
23,Queens,BROAD CHANNEL            ,02 TWO FAMILY HOMES     ,3,265000,403333,410000,535000
24,Queens,CAMBRIA HEIGHTS          ,01 ONE FAMILY HOMES     ,92,200000,389441,395000,750000
25,Queens,CAMBRIA HEIGHTS          ,02 TWO FAMILY HOMES     ,15,267800,441907,463000,610000
26,Queens,COLLEGE POINT            ,01 ONE FAMILY HOMES     ,86,250000,642324,639000,1450000
27,Queens,COLLEGE POINT            ,02 TWO FAMILY HOMES     ,115,200000,798593,800000,1280000
28,Queens,COLLEGE POINT            ,03 THREE FAMILY HOMES   ,12,201400,896544,944000,1247000
29,Queens,CORONA                   ,01 ONE FAMILY HOMES     ,32,220000,682044,650000,1700000
30,Queens,CORONA                   ,02 TWO FAMILY HOMES     ,102,225000,782329,800000,1660000
31,Queens,CORONA                   ,03 THREE FAMILY HOMES   ,92,345000,904110,930849,1600000
32,Queens,DOUGLASTON               ,01 ONE FAMILY HOMES     ,67,300000,1065365,950000,2650000
33,Queens,DOUGLASTON               ,02 TWO FAMILY HOMES     ,8,880000,986250,950000,1150000
34,Queens,DOUGLASTON               ,03 THREE FAMILY HOMES   ,1,1150000,1150000,1150000,1150000
35,Queens,EAST ELMHURST            ,01 ONE FAMILY HOMES     ,50,240000,534666,547000,1100000
36,Queens,EAST ELMHURST            ,02 TWO FAMILY HOMES     ,84,200000,680765,706033,1294000
37,Queens,EAST ELMHURST            ,03 THREE FAMILY HOMES   ,16,325000,774913,739500,1221900
38,Queens,ELMHURST                 ,01 ONE FAMILY HOMES     ,68,350000,735570,745000,1200000
39,Queens,ELMHURST                 ,02 TWO FAMILY HOMES     ,83,333000,919942,850000,4150000
40,Queens,ELMHURST                 ,03 THREE FAMILY HOMES   ,49,230000,1024239,999000,1475000
41,Queens,FAR ROCKAWAY             ,01 ONE FAMILY HOMES     ,75,200000,523860,435000,1400000
42,Queens,FAR ROCKAWAY             ,02 TWO FAMILY HOMES     ,81,200000,428155,421400,825000
43,Queens,FAR ROCKAWAY             ,03 THREE FAMILY HOMES   ,25,235000,449013,410000,888744
44,Queens,FLORAL PARK              ,01 ONE FAMILY HOMES     ,117,230000,586649,579000,1250000
45,Queens,FLORAL PARK              ,02 TWO FAMILY HOMES     ,2,640000,745000,745000,850000
46,Queens,FLORAL PARK              ,03 THREE FAMILY HOMES   ,2,810000,817500,817500,825000
47,Queens,FLUSHING-NORTH           ,01 ONE FAMILY HOMES     ,484,200000,830278,800000,2400000
48,Queens,FLUSHING-NORTH           ,02 TWO FAMILY HOMES     ,221,200000,1075823,980000,6000000
49,Queens,FLUSHING-NORTH           ,03 THREE FAMILY HOMES   ,36,345000,1278170,1245000,3177242
50,Queens,FLUSHING-SOUTH           ,01 ONE FAMILY HOMES     ,223,200000,726579,710000,1450000
51,Queens,FLUSHING-SOUTH           ,02 TWO FAMILY HOMES     ,67,200000,820351,800000,1629200
52,Queens,FLUSHING-SOUTH           ,03 THREE FAMILY HOMES   ,9,497500,1075611,1123000,1500000
53,Queens,FOREST HILLS             ,01 ONE FAMILY HOMES     ,123,260000,1222817,999000,3350000
54,Queens,FOREST HILLS             ,02 TWO FAMILY HOMES     ,27,200000,920693,825000,1865000
55,Queens,FRESH MEADOWS            ,01 ONE FAMILY HOMES     ,72,200600,830375,834000,1400000
56,Queens,FRESH MEADOWS            ,02 TWO FAMILY HOMES     ,18,286000,852357,920713,999000
57,Queens,FRESH MEADOWS            ,03 THREE FAMILY HOMES   ,2,970000,1180000,1180000,1390000
58,Queens,GLEN OAKS                ,01 ONE FAMILY HOMES     ,29,400000,596519,580000,997885
59,Queens,GLEN OAKS                ,02 TWO FAMILY HOMES     ,4,400000,909273,918500,1400093
60,Queens,GLEN OAKS                ,03 THREE FAMILY HOMES   ,1,873000,873000,873000,873000
61,Queens,GLENDALE                 ,01 ONE FAMILY HOMES     ,87,200000,597946,610000,995000
62,Queens,GLENDALE                 ,02 TWO FAMILY HOMES     ,101,225000,691177,700000,1425000
63,Queens,GLENDALE                 ,03 THREE FAMILY HOMES   ,9,667479,833609,870000,1055000
64,Queens,HAMMELS                  ,01 ONE FAMILY HOMES     ,9,240000,389556,355000,830000
65,Queens,HAMMELS                  ,02 TWO FAMILY HOMES     ,19,200000,441922,384000,670000
66,Queens,HAMMELS                  ,03 THREE FAMILY HOMES   ,1,570000,570000,570000,570000
67,Queens,HILLCREST                ,01 ONE FAMILY HOMES     ,24,460000,628375,600000,860000
68,Queens,HILLCREST                ,02 TWO FAMILY HOMES     ,5,533000,671200,580000,950000
69,Queens,HOLLIS                   ,01 ONE FAMILY HOMES     ,184,200000,426450,429500,948927
70,Queens,HOLLIS                   ,02 TWO FAMILY HOMES     ,59,219000,637566,500000,7750000
71,Queens,HOLLIS                   ,03 THREE FAMILY HOMES   ,9,370000,620442,530000,968000
72,Queens,HOLLIS HILLS             ,01 ONE FAMILY HOMES     ,29,660000,950483,870000,1475000
73,Queens,HOLLIS HILLS             ,02 TWO FAMILY HOMES     ,1,835000,835000,835000,835000
74,Queens,HOLLISWOOD               ,01 ONE FAMILY HOMES     ,43,350000,879733,870000,1510000
75,Queens,HOLLISWOOD               ,02 TWO FAMILY HOMES     ,4,530000,718750,697500,950000
76,Queens,HOLLISWOOD               ,03 THREE FAMILY HOMES   ,1,682222,682222,682222,682222
77,Queens,HOWARD BEACH             ,01 ONE FAMILY HOMES     ,121,201002,587520,585000,1425000
78,Queens,HOWARD BEACH             ,02 TWO FAMILY HOMES     ,52,255000,634579,654750,1100000
79,Queens,HOWARD BEACH             ,03 THREE FAMILY HOMES   ,6,535000,727500,752500,895000
80,Queens,JACKSON HEIGHTS          ,01 ONE FAMILY HOMES     ,70,250000,702612,662500,1510000
81,Queens,JACKSON HEIGHTS          ,02 TWO FAMILY HOMES     ,89,200000,735635,770000,1350000
82,Queens,JACKSON HEIGHTS          ,03 THREE FAMILY HOMES   ,32,386596,999833,980000,1475000
83,Queens,JAMAICA                  ,01 ONE FAMILY HOMES     ,29,200000,513912,470000,1935000
84,Queens,JAMAICA                  ,02 TWO FAMILY HOMES     ,44,225000,674130,655000,1400000
85,Queens,JAMAICA                  ,03 THREE FAMILY HOMES   ,10,280000,763900,812500,990000
86,Queens,JAMAICA BAY              ,01 ONE FAMILY HOMES     ,6,258000,371917,358000,462000
87,Queens,JAMAICA BAY              ,02 TWO FAMILY HOMES     ,3,414423,469808,485000,510000
88,Queens,JAMAICA ESTATES          ,01 ONE FAMILY HOMES     ,63,304000,1074479,1045500,2000000
89,Queens,JAMAICA ESTATES          ,02 TWO FAMILY HOMES     ,3,700000,875833,960000,967500
90,Queens,JAMAICA ESTATES          ,03 THREE FAMILY HOMES   ,1,1115000,1115000,1115000,1115000
91,Queens,JAMAICA HILLS            ,01 ONE FAMILY HOMES     ,24,250000,664445,662500,1098691
92,Queens,JAMAICA HILLS            ,02 TWO FAMILY HOMES     ,19,200000,665867,660726,955000
93,Queens,JAMAICA HILLS            ,03 THREE FAMILY HOMES   ,7,389850,827121,940000,1130000
94,Queens,KEW GARDENS              ,01 ONE FAMILY HOMES     ,33,272666,836740,730000,1795000
95,Queens,KEW GARDENS              ,02 TWO FAMILY HOMES     ,10,375000,683050,635250,1620000
96,Queens,KEW GARDENS              ,03 THREE FAMILY HOMES   ,6,460000,906667,915000,1260000
97,Queens,LAURELTON                ,01 ONE FAMILY HOMES     ,154,200000,398706,415000,653000
98,Queens,LAURELTON                ,02 TWO FAMILY HOMES     ,47,200000,474445,490000,825000
99,Queens,LAURELTON                ,03 THREE FAMILY HOMES   ,1,635000,635000,635000,635000
100,Queens,LITTLE NECK              ,01 ONE FAMILY HOMES     ,91,280000,851067,817550,2250000
101,Queens,LITTLE NECK              ,02 TWO FAMILY HOMES     ,13,780000,1108048,1020000,1800000
102,Queens,LITTLE NECK              ,03 THREE FAMILY HOMES   ,3,939999,1065000,950000,1305000
103,Queens,LONG ISLAND CITY         ,01 ONE FAMILY HOMES     ,6,600000,903833,810000,1500000
104,Queens,LONG ISLAND CITY         ,02 TWO FAMILY HOMES     ,24,715000,1430584,1275000,3000000
105,Queens,LONG ISLAND CITY         ,03 THREE FAMILY HOMES   ,10,450000,1845645,1207500,3750000
106,Queens,MASPETH                  ,01 ONE FAMILY HOMES     ,95,226500,573773,575000,905000
107,Queens,MASPETH                  ,02 TWO FAMILY HOMES     ,87,235000,728486,700000,1450000
108,Queens,MASPETH                  ,03 THREE FAMILY HOMES   ,22,680000,947804,901000,1275000
109,Queens,MIDDLE VILLAGE           ,01 ONE FAMILY HOMES     ,142,200000,637200,652500,1085000
110,Queens,MIDDLE VILLAGE           ,02 TWO FAMILY HOMES     ,69,200000,800852,785000,1600000
111,Queens,MIDDLE VILLAGE           ,03 THREE FAMILY HOMES   ,16,250000,839273,884782,1200000
112,Queens,NEPONSIT                 ,01 ONE FAMILY HOMES     ,21,300000,893500,850000,1750000
113,Queens,OAKLAND GARDENS          ,01 ONE FAMILY HOMES     ,55,225000,792474,830000,999999
114,Queens,OAKLAND GARDENS          ,02 TWO FAMILY HOMES     ,10,980000,1353691,1390000,1573287
115,Queens,OAKLAND GARDENS          ,03 THREE FAMILY HOMES   ,1,960000,960000,960000,960000
116,Queens,OZONE PARK               ,01 ONE FAMILY HOMES     ,118,200000,438840,450000,700000
117,Queens,OZONE PARK               ,02 TWO FAMILY HOMES     ,154,205000,553756,560000,840000
118,Queens,OZONE PARK               ,03 THREE FAMILY HOMES   ,12,204898,615783,637250,945000
119,Queens,QUEENS VILLAGE           ,01 ONE FAMILY HOMES     ,268,200000,444786,450000,900000
120,Queens,QUEENS VILLAGE           ,02 TWO FAMILY HOMES     ,84,201000,556052,547950,1250000
121,Queens,QUEENS VILLAGE           ,03 THREE FAMILY HOMES   ,3,620000,716667,730000,800000
122,Queens,REGO PARK                ,01 ONE FAMILY HOMES     ,55,250000,841831,800000,1512500
123,Queens,REGO PARK                ,02 TWO FAMILY HOMES     ,22,616888,951090,885000,1350000
124,Queens,REGO PARK                ,03 THREE FAMILY HOMES   ,8,870000,1168500,1165000,1400000
125,Queens,RICHMOND HILL            ,01 ONE FAMILY HOMES     ,171,222000,451445,445000,853642
126,Queens,RICHMOND HILL            ,02 TWO FAMILY HOMES     ,216,200000,545220,540300,1150000
127,Queens,RICHMOND HILL            ,03 THREE FAMILY HOMES   ,27,255000,643491,600000,996866
128,Queens,RIDGEWOOD                ,01 ONE FAMILY HOMES     ,16,340000,733719,780002,1200000
129,Queens,RIDGEWOOD                ,02 TWO FAMILY HOMES     ,86,250000,801265,837500,1750000
130,Queens,RIDGEWOOD                ,03 THREE FAMILY HOMES   ,34,415000,998012,997000,1500000
131,Queens,ROCKAWAY PARK            ,01 ONE FAMILY HOMES     ,10,227000,482700,462500,695000
132,Queens,ROCKAWAY PARK            ,02 TWO FAMILY HOMES     ,10,400000,584500,593750,750000
133,Queens,ROCKAWAY PARK            ,03 THREE FAMILY HOMES   ,7,300000,536429,525000,680000
134,Queens,ROSEDALE                 ,01 ONE FAMILY HOMES     ,130,200000,399992,395000,790000
135,Queens,ROSEDALE                 ,02 TWO FAMILY HOMES     ,135,220000,543871,550000,804167
136,Queens,ROSEDALE                 ,03 THREE FAMILY HOMES   ,8,300000,494375,510000,700000
137,Queens,SO. JAMAICA-BAISLEY PARK ,01 ONE FAMILY HOMES     ,262,200000,357033,355500,815000
138,Queens,SO. JAMAICA-BAISLEY PARK ,02 TWO FAMILY HOMES     ,120,200000,506964,529520,832990
139,Queens,SO. JAMAICA-BAISLEY PARK ,03 THREE FAMILY HOMES   ,2,433000,632750,632750,832500
140,Queens,SOUTH JAMAICA            ,01 ONE FAMILY HOMES     ,140,200000,362346,369500,697148
141,Queens,SOUTH JAMAICA            ,02 TWO FAMILY HOMES     ,144,200500,461717,472500,750000
142,Queens,SOUTH JAMAICA            ,03 THREE FAMILY HOMES   ,20,240000,493780,515150,725000
143,Queens,SOUTH OZONE PARK         ,01 ONE FAMILY HOMES     ,199,215000,427237,417000,845000
144,Queens,SOUTH OZONE PARK         ,02 TWO FAMILY HOMES     ,102,205000,538174,540000,850000
145,Queens,SOUTH OZONE PARK         ,03 THREE FAMILY HOMES   ,3,435000,598000,460000,899000
146,Queens,SPRINGFIELD GARDENS      ,01 ONE FAMILY HOMES     ,205,200000,384062,375000,770000
147,Queens,SPRINGFIELD GARDENS      ,02 TWO FAMILY HOMES     ,144,200000,518511,530000,889800
148,Queens,SPRINGFIELD GARDENS      ,03 THREE FAMILY HOMES   ,1,620000,620000,620000,620000
149,Queens,ST. ALBANS               ,01 ONE FAMILY HOMES     ,249,200000,392919,397500,735000
150,Queens,ST. ALBANS               ,02 TWO FAMILY HOMES     ,114,200000,464073,459500,1950000
151,Queens,ST. ALBANS               ,03 THREE FAMILY HOMES   ,3,410000,545000,525000,700000
152,Queens,SUNNYSIDE                ,01 ONE FAMILY HOMES     ,13,300000,858077,877000,1300000
153,Queens,SUNNYSIDE                ,02 TWO FAMILY HOMES     ,23,300000,974252,970000,1500000
154,Queens,SUNNYSIDE                ,03 THREE FAMILY HOMES   ,9,400000,998944,977500,1550000
155,Queens,WHITESTONE               ,01 ONE FAMILY HOMES     ,137,375000,877871,775118,3000000
156,Queens,WHITESTONE               ,02 TWO FAMILY HOMES     ,59,392148,1038217,988800,1650000
157,Queens,WHITESTONE               ,03 THREE FAMILY HOMES   ,5,990000,1163600,1190000,1320000
158,Queens,WOODHAVEN                ,01 ONE FAMILY HOMES     ,119,200000,460016,460000,960000
159,Queens,WOODHAVEN                ,02 TWO FAMILY HOMES     ,123,210000,614286,635000,1280000
160,Queens,WOODHAVEN                ,03 THREE FAMILY HOMES   ,26,252534,650097,637000,980000
161,Queens,WOODSIDE                 ,01 ONE FAMILY HOMES     ,18,207050,695293,680000,999990
162,Queens,WOODSIDE                 ,02 TWO FAMILY HOMES     ,34,350000,829434,834000,1168750
163,Queens,WOODSIDE                 ,03 THREE FAMILY HOMES   ,16,600000,1228378,1152500,2804340
0,Staten Island,ANNADALE                 ,01 ONE FAMILY HOMES     ,88,275000,611759,578250,2000000
1,Staten Island,ANNADALE                 ,02 TWO FAMILY HOMES     ,48,200000,789706,791129,1450000
2,Staten Island,ARDEN HEIGHTS            ,01 ONE FAMILY HOMES     ,170,200000,360338,345000,620000
3,Staten Island,ARDEN HEIGHTS            ,02 TWO FAMILY HOMES     ,29,278545,541301,528000,955000
4,Staten Island,ARROCHAR                 ,01 ONE FAMILY HOMES     ,16,225000,591350,537500,1400000
5,Staten Island,ARROCHAR                 ,02 TWO FAMILY HOMES     ,5,497500,632500,560000,830000
6,Staten Island,ARROCHAR                 ,03 THREE FAMILY HOMES   ,4,450000,616250,575000,865000
7,Staten Island,ARROCHAR-SHORE ACRES     ,01 ONE FAMILY HOMES     ,12,239304,397488,364444,590000
8,Staten Island,ARROCHAR-SHORE ACRES     ,02 TWO FAMILY HOMES     ,5,350500,497100,470000,715000
9,Staten Island,ARROCHAR-SHORE ACRES     ,03 THREE FAMILY HOMES   ,1,606000,606000,606000,606000
10,Staten Island,BLOOMFIELD               ,01 ONE FAMILY HOMES     ,1,499900,499900,499900,499900
11,Staten Island,BULLS HEAD               ,01 ONE FAMILY HOMES     ,130,200000,421408,407788,815000
12,Staten Island,BULLS HEAD               ,02 TWO FAMILY HOMES     ,56,240000,522592,497500,800000
13,Staten Island,BULLS HEAD               ,03 THREE FAMILY HOMES   ,1,570000,570000,570000,570000
14,Staten Island,CASTLETON CORNERS        ,01 ONE FAMILY HOMES     ,71,215000,492085,480000,799326
15,Staten Island,CASTLETON CORNERS        ,02 TWO FAMILY HOMES     ,17,240000,541882,554500,832000
16,Staten Island,CASTLETON CORNERS        ,03 THREE FAMILY HOMES   ,1,503200,503200,503200,503200
17,Staten Island,CLOVE LAKES              ,01 ONE FAMILY HOMES     ,61,200000,525280,500000,1355000
18,Staten Island,CLOVE LAKES              ,02 TWO FAMILY HOMES     ,6,290000,531833,492000,825000
19,Staten Island,CONCORD                  ,01 ONE FAMILY HOMES     ,64,210000,347537,327500,687030
20,Staten Island,CONCORD                  ,02 TWO FAMILY HOMES     ,15,227000,394725,350000,680000
21,Staten Island,CONCORD                  ,03 THREE FAMILY HOMES   ,1,495000,495000,495000,495000
22,Staten Island,CONCORD-FOX HILLS        ,01 ONE FAMILY HOMES     ,14,249000,328185,316125,448000
23,Staten Island,DONGAN HILLS             ,01 ONE FAMILY HOMES     ,34,235300,538313,519000,804417
24,Staten Island,DONGAN HILLS             ,02 TWO FAMILY HOMES     ,19,292000,663252,650000,915406
25,Staten Island,DONGAN HILLS             ,03 THREE FAMILY HOMES   ,1,760000,760000,760000,760000
26,Staten Island,DONGAN HILLS-COLONY      ,01 ONE FAMILY HOMES     ,23,420000,848899,885000,1800000
27,Staten Island,DONGAN HILLS-COLONY      ,02 TWO FAMILY HOMES     ,4,500000,657500,680000,770000
28,Staten Island,DONGAN HILLS-COLONY      ,03 THREE FAMILY HOMES   ,2,399000,662000,662000,925000
29,Staten Island,DONGAN HILLS-OLD TOWN    ,01 ONE FAMILY HOMES     ,2,277000,318500,318500,360000
30,Staten Island,DONGAN HILLS-OLD TOWN    ,02 TWO FAMILY HOMES     ,1,625000,625000,625000,625000
31,Staten Island,ELTINGVILLE              ,01 ONE FAMILY HOMES     ,145,216000,496777,465000,3800000
32,Staten Island,ELTINGVILLE              ,02 TWO FAMILY HOMES     ,54,200000,627134,627000,905224
33,Staten Island,EMERSON HILL             ,01 ONE FAMILY HOMES     ,9,520000,1132222,995000,2400000
34,Staten Island,EMERSON HILL             ,02 TWO FAMILY HOMES     ,4,472500,685625,710000,850000
35,Staten Island,FRESH KILLS              ,01 ONE FAMILY HOMES     ,1,309003,309003,309003,309003
36,Staten Island,GRANT CITY               ,01 ONE FAMILY HOMES     ,34,207000,483325,469500,875000
37,Staten Island,GRANT CITY               ,02 TWO FAMILY HOMES     ,13,410000,612406,600000,905000
38,Staten Island,GRASMERE                 ,01 ONE FAMILY HOMES     ,44,200000,553267,529745,1250000
39,Staten Island,GRASMERE                 ,02 TWO FAMILY HOMES     ,12,450000,664583,565000,1040000
40,Staten Island,GREAT KILLS              ,01 ONE FAMILY HOMES     ,371,225000,455336,446000,1200000
41,Staten Island,GREAT KILLS              ,02 TWO FAMILY HOMES     ,104,233000,593262,597500,955000
42,Staten Island,GREAT KILLS              ,03 THREE FAMILY HOMES   ,1,570000,570000,570000,570000
43,Staten Island,GREAT KILLS-BAY TERRACE  ,01 ONE FAMILY HOMES     ,20,360000,472183,448000,727650
44,Staten Island,GREAT KILLS-BAY TERRACE  ,02 TWO FAMILY HOMES     ,14,290000,580298,600000,780000
